team1,team2,win
pet-tropical-fish,pet-dolphin,1
pet-tropical-fish,pet-hippo,1
pet-tropical-fish,pet-llama,1
pet-tropical-fish,pet-lobster,1
pet-tropical-fish,pet-monkey,0
pet-tropical-fish,pet-penguin,0
pet-tropical-fish,pet-poodle,0
pet-tropical-fish,pet-rooster,1
pet-tropical-fish,pet-skunk,1
pet-tropical-fish,pet-squirrel,0
pet-tropical-fish,pet-worm,0
pet-tropical-fish,pet-chicken,0
pet-tropical-fish,pet-cow,1
pet-tropical-fish,pet-crocodile,1
pet-tropical-fish,pet-eagle,1
pet-tropical-fish,pet-goat,1
pet-tropical-fish,pet-microbe,0
pet-tropical-fish,pet-parrot,1
pet-tropical-fish,pet-rhino,1
pet-tropical-fish,pet-scorpion,2
pet-tropical-fish,pet-seal,1
pet-tropical-fish,pet-turkey,2
pet-tropical-fish,pet-cat,1
pet-tropical-fish,pet-boar,1
pet-tropical-fish,pet-dragon,1
pet-tropical-fish,pet-fly,1
pet-tropical-fish,pet-gorilla,1
pet-tropical-fish,pet-leopard,1
pet-tropical-fish,pet-mammoth,1
pet-tropical-fish,pet-octopus,1
pet-tropical-fish,pet-sauropod,1
pet-tropical-fish,pet-snake,1
pet-tropical-fish,pet-tiger,1
pet-tropical-fish,pet-tyrannosaurus,1
pet-tropical-fish,pet-dirty-rat,0
pet-tropical-fish,pet-butterfly,2
pet-tropical-fish,pet-bee,0
pet-tropical-fish,pet-none,0
pet-turtle,pet-turtle,2
pet-turtle,pet-whale,1
pet-turtle,pet-bison,1
pet-turtle,pet-buffalo,1
pet-turtle,pet-deer,1
pet-turtle,pet-dolphin,1
pet-turtle,pet-hippo,1
pet-turtle,pet-llama,1
pet-turtle,pet-lobster,1
pet-turtle,pet-monkey,2
pet-turtle,pet-penguin,2
pet-turtle,pet-poodle,1
pet-turtle,pet-rooster,1
pet-turtle,pet-skunk,1
pet-turtle,pet-squirrel,1
pet-turtle,pet-worm,1
pet-turtle,pet-chicken,2
pet-turtle,pet-cow,1
pet-turtle,pet-crocodile,1
pet-turtle,pet-eagle,1
pet-turtle,pet-goat,1
pet-turtle,pet-microbe,0
pet-turtle,pet-parrot,1
pet-turtle,pet-rhino,1
pet-turtle,pet-scorpion,2
pet-turtle,pet-seal,1
pet-turtle,pet-turkey,1
pet-turtle,pet-cat,1
pet-turtle,pet-boar,1
pet-turtle,pet-dragon,1
pet-turtle,pet-fly,1
pet-turtle,pet-gorilla,1
pet-turtle,pet-leopard,1
pet-turtle,pet-mammoth,1
pet-turtle,pet-octopus,1
pet-turtle,pet-sauropod,1
pet-turtle,pet-snake,1
pet-turtle,pet-tiger,1
pet-turtle,pet-tyrannosaurus,1
pet-turtle,pet-dirty-rat,0
pet-turtle,pet-butterfly,2
pet-turtle,pet-bee,0
pet-turtle,pet-none,0
pet-whale,pet-whale,2
pet-whale,pet-bison,2
pet-whale,pet-buffalo,2
pet-whale,pet-deer,2
pet-whale,pet-dolphin,1
pet-whale,pet-hippo,1
pet-whale,pet-llama,0
pet-whale,pet-lobster,2
pet-whale,pet-monkey,0
pet-whale,pet-penguin,0
pet-whale,pet-poodle,0
pet-whale,pet-rooster,0
pet-whale,pet-skunk,2
pet-whale,pet-squirrel,0
pet-whale,pet-worm,0
pet-whale,pet-chicken,0
pet-whale,pet-cow,2
pet-whale,pet-crocodile,1
pet-whale,pet-eagle,1
pet-whale,pet-goat,2
pet-whale,pet-microbe,0
pet-whale,pet-parrot,0
pet-whale,pet-rhino,1
pet-whale,pet-scorpion,2
pet-whale,pet-seal,2
pet-whale,pet-turkey,0
pet-whale,pet-cat,2
pet-whale,pet-boar,1
pet-whale,pet-dragon,1
pet-whale,pet-fly,2
pet-whale,pet-gorilla,1
pet-whale,pet-leopard,1
pet-whale,pet-mammoth,1
pet-whale,pet-octopus,1
pet-whale,pet-sauropod,1
pet-whale,pet-snake,2
pet-whale,pet-tiger,0
pet-whale,pet-tyrannosaurus,1
pet-whale,pet-dirty-rat,0
pet-whale,pet-butterfly,2
pet-whale,pet-bee,0
pet-whale,pet-none,0
pet-bison,pet-bison,2
pet-bison,pet-buffalo,0
pet-bison,pet-deer,2
pet-bison,pet-dolphin,2
pet-bison,pet-hippo,2
pet-bison,pet-llama,0
pet-bison,pet-lobster,0
pet-bison,pet-monkey,0
pet-bison,pet-penguin,0
pet-bison,pet-poodle,0
pet-bison,pet-rooster,2
pet-bison,pet-skunk,0
pet-bison,pet-squirrel,0
pet-bison,pet-worm,0
pet-bison,pet-chicken,0
pet-bison,pet-cow,0
pet-bison,pet-crocodile,1
pet-bison,pet-eagle,1
pet-bison,pet-goat,0
pet-bison,pet-microbe,0
pet-bison,pet-parrot,0
pet-bison,pet-rhino,2
pet-bison,pet-scorpion,2
pet-bison,pet-seal,2
pet-bison,pet-turkey,0
pet-bison,pet-cat,0
pet-bison,pet-boar,1
pet-bison,pet-dragon,1
pet-bison,pet-fly,0
pet-bison,pet-gorilla,1
pet-bison,pet-leopard,2
pet-bison,pet-mammoth,2
pet-bison,pet-octopus,1
pet-bison,pet-sauropod,2
pet-bison,pet-snake,2
pet-bison,pet-tiger,0
pet-bison,pet-tyrannosaurus,2
pet-bison,pet-dirty-rat,0
pet-bison,pet-butterfly,2
pet-bison,pet-bee,0
pet-bison,pet-none,0
pet-buffalo,pet-buffalo,2
pet-buffalo,pet-deer,2
pet-buffalo,pet-dolphin,1
pet-buffalo,pet-hippo,2
pet-buffalo,pet-llama,2
pet-buffalo,pet-lobster,0
pet-buffalo,pet-monkey,0
pet-buffalo,pet-penguin,0
pet-buffalo,pet-poodle,0
pet-buffalo,pet-rooster,1
pet-buffalo,pet-skunk,1
pet-buffalo,pet-squirrel,0
pet-buffalo,pet-worm,0
pet-buffalo,pet-chicken,0
pet-buffalo,pet-cow,2
pet-buffalo,pet-crocodile,1
pet-buffalo,pet-eagle,1
pet-buffalo,pet-goat,2
pet-buffalo,pet-microbe,0
pet-buffalo,pet-parrot,2
pet-buffalo,pet-rhino,1
pet-buffalo,pet-scorpion,2
pet-buffalo,pet-seal,2
pet-buffalo,pet-turkey,0
pet-buffalo,pet-cat,0
pet-buffalo,pet-boar,1
pet-buffalo,pet-dragon,1
pet-buffalo,pet-fly,2
pet-buffalo,pet-gorilla,1
pet-buffalo,pet-leopard,1
pet-buffalo,pet-mammoth,2
pet-buffalo,pet-octopus,1
pet-buffalo,pet-sauropod,1
pet-buffalo,pet-snake,1
pet-buffalo,pet-tiger,0
pet-buffalo,pet-tyrannosaurus,2
pet-buffalo,pet-dirty-rat,0
pet-buffalo,pet-butterfly,2
pet-buffalo,pet-bee,0
pet-buffalo,pet-none,0
pet-deer,pet-deer,2
pet-deer,pet-dolphin,2
pet-deer,pet-hippo,1
pet-deer,pet-llama,0
pet-deer,pet-lobster,0
pet-deer,pet-monkey,0
pet-deer,pet-penguin,0
pet-deer,pet-poodle,0
pet-deer,pet-rooster,1
pet-deer,pet-skunk,0
pet-deer,pet-squirrel,0
pet-deer,pet-worm,0
pet-deer,pet-chicken,0
pet-deer,pet-cow,0
pet-deer,pet-crocodile,2
pet-deer,pet-eagle,1
pet-deer,pet-goat,0
pet-deer,pet-microbe,0
pet-deer,pet-parrot,2
pet-deer,pet-rhino,1
pet-deer,pet-scorpion,0
pet-deer,pet-seal,2
pet-deer,pet-turkey,0
pet-deer,pet-cat,0
pet-deer,pet-boar,1
pet-deer,pet-dragon,1
pet-deer,pet-fly,2
pet-deer,pet-gorilla,1
pet-deer,pet-leopard,2
pet-deer,pet-mammoth,2
pet-deer,pet-octopus,1
pet-deer,pet-sauropod,1
pet-deer,pet-snake,2
pet-deer,pet-tiger,0
pet-deer,pet-tyrannosaurus,2
pet-deer,pet-dirty-rat,0
pet-deer,pet-butterfly,0
pet-deer,pet-bee,0
pet-deer,pet-none,0
pet-dolphin,pet-dolphin,2
pet-dolphin,pet-hippo,0
pet-dolphin,pet-llama,0
pet-dolphin,pet-lobster,0
pet-dolphin,pet-monkey,0
pet-dolphin,pet-penguin,0
pet-dolphin,pet-poodle,0
pet-dolphin,pet-rooster,0
pet-dolphin,pet-skunk,0
pet-dolphin,pet-squirrel,0
pet-dolphin,pet-worm,0
pet-dolphin,pet-chicken,0
pet-dolphin,pet-cow,0
pet-dolphin,pet-crocodile,2
pet-dolphin,pet-eagle,0
pet-dolphin,pet-goat,0
pet-dolphin,pet-microbe,0
pet-dolphin,pet-parrot,0
pet-dolphin,pet-rhino,0
pet-dolphin,pet-scorpion,0
pet-dolphin,pet-seal,0
pet-dolphin,pet-turkey,0
pet-dolphin,pet-cat,0
pet-dolphin,pet-boar,2
pet-dolphin,pet-dragon,2
pet-dolphin,pet-fly,0
pet-dolphin,pet-gorilla,1
pet-dolphin,pet-leopard,0
pet-dolphin,pet-mammoth,2
pet-dolphin,pet-octopus,2
pet-dolphin,pet-sauropod,2
pet-dolphin,pet-snake,2
pet-dolphin,pet-tiger,0
pet-dolphin,pet-tyrannosaurus,0
pet-dolphin,pet-dirty-rat,0
pet-dolphin,pet-butterfly,0
pet-dolphin,pet-bee,0
pet-dolphin,pet-none,0
pet-hippo,pet-hippo,2
pet-hippo,pet-llama,0
pet-hippo,pet-lobster,2
pet-hippo,pet-monkey,0
pet-hippo,pet-penguin,0
pet-hippo,pet-poodle,0
pet-hippo,pet-rooster,0
pet-hippo,pet-skunk,2
pet-hippo,pet-squirrel,0
pet-hippo,pet-worm,0
pet-hippo,pet-chicken,0
pet-hippo,pet-cow,2
pet-hippo,pet-crocodile,1
pet-hippo,pet-eagle,1
pet-hippo,pet-goat,2
pet-hippo,pet-microbe,0
pet-hippo,pet-parrot,0
pet-hippo,pet-rhino,2
pet-hippo,pet-scorpion,2
pet-hippo,pet-seal,0
pet-hippo,pet-turkey,0
pet-hippo,pet-cat,2
pet-hippo,pet-boar,1
pet-hippo,pet-dragon,2
pet-hippo,pet-fly,2
pet-hippo,pet-gorilla,1
pet-hippo,pet-leopard,2
pet-hippo,pet-mammoth,2
pet-hippo,pet-octopus,1
pet-hippo,pet-sauropod,1
pet-hippo,pet-snake,2
pet-hippo,pet-tiger,0
pet-hippo,pet-tyrannosaurus,2
pet-hippo,pet-dirty-rat,0
pet-hippo,pet-butterfly,2
pet-hippo,pet-bee,0
pet-hippo,pet-none,0
pet-llama,pet-llama,2
pet-llama,pet-lobster,2
pet-llama,pet-monkey,0
pet-llama,pet-penguin,0
pet-llama,pet-poodle,0
pet-llama,pet-rooster,2
pet-llama,pet-skunk,2
pet-llama,pet-squirrel,0
pet-llama,pet-worm,0
pet-llama,pet-chicken,0
pet-llama,pet-cow,2
pet-llama,pet-crocodile,1
pet-llama,pet-eagle,1
pet-llama,pet-goat,2
pet-llama,pet-microbe,0
pet-llama,pet-parrot,0
pet-llama,pet-rhino,1
pet-llama,pet-scorpion,2
pet-llama,pet-seal,1
pet-llama,pet-turkey,2
pet-llama,pet-cat,2
pet-llama,pet-boar,1
pet-llama,pet-dragon,1
pet-llama,pet-fly,2
pet-llama,pet-gorilla,1
pet-llama,pet-leopard,1
pet-llama,pet-mammoth,1
pet-llama,pet-octopus,1
pet-llama,pet-sauropod,1
pet-llama,pet-snake,1
pet-llama,pet-tiger,0
pet-llama,pet-tyrannosaurus,1
pet-llama,pet-dirty-rat,0
pet-llama,pet-butterfly,2
pet-llama,pet-bee,0
pet-llama,pet-none,0
pet-lobster,pet-lobster,2
pet-lobster,pet-monkey,0
pet-lobster,pet-penguin,0
pet-lobster,pet-poodle,0
pet-lobster,pet-rooster,1
pet-lobster,pet-skunk,1
pet-lobster,pet-squirrel,0
pet-lobster,pet-worm,0
pet-lobster,pet-chicken,0
pet-lobster,pet-cow,2
pet-lobster,pet-crocodile,1
pet-lobster,pet-eagle,1
pet-lobster,pet-goat,2
pet-lobster,pet-microbe,0
pet-lobster,pet-parrot,2
pet-lobster,pet-rhino,1
pet-lobster,pet-scorpion,2
pet-lobster,pet-seal,2
pet-lobster,pet-turkey,0
pet-lobster,pet-cat,2
pet-lobster,pet-boar,1
pet-lobster,pet-dragon,1
pet-lobster,pet-fly,1
pet-lobster,pet-gorilla,1
pet-lobster,pet-leopard,1
pet-lobster,pet-mammoth,1
pet-lobster,pet-octopus,1
pet-lobster,pet-sauropod,1
pet-lobster,pet-snake,1
pet-lobster,pet-tiger,0
pet-lobster,pet-tyrannosaurus,2
pet-lobster,pet-dirty-rat,0
pet-lobster,pet-butterfly,2
pet-lobster,pet-bee,0
pet-lobster,pet-none,0
pet-monkey,pet-monkey,2
pet-monkey,pet-penguin,2
pet-monkey,pet-poodle,1
pet-monkey,pet-rooster,1
pet-monkey,pet-skunk,1
pet-monkey,pet-squirrel,1
pet-monkey,pet-worm,1
pet-monkey,pet-chicken,2
pet-monkey,pet-cow,1
pet-monkey,pet-crocodile,1
pet-monkey,pet-eagle,1
pet-monkey,pet-goat,1
pet-monkey,pet-microbe,0
pet-monkey,pet-parrot,1
pet-monkey,pet-rhino,1
pet-monkey,pet-scorpion,2
pet-monkey,pet-seal,1
pet-monkey,pet-turkey,1
pet-monkey,pet-cat,1
pet-monkey,pet-boar,1
pet-monkey,pet-dragon,1
pet-monkey,pet-fly,1
pet-monkey,pet-gorilla,1
pet-monkey,pet-leopard,1
pet-monkey,pet-mammoth,1
pet-monkey,pet-octopus,1
pet-monkey,pet-sauropod,1
pet-monkey,pet-snake,1
pet-monkey,pet-tiger,1
pet-monkey,pet-tyrannosaurus,1
pet-monkey,pet-dirty-rat,0
pet-monkey,pet-butterfly,2
pet-monkey,pet-bee,0
pet-monkey,pet-none,0
pet-penguin,pet-penguin,2
pet-penguin,pet-poodle,1
pet-penguin,pet-rooster,1
pet-penguin,pet-skunk,1
pet-penguin,pet-squirrel,1
pet-penguin,pet-worm,1
pet-penguin,pet-chicken,2
pet-penguin,pet-cow,1
pet-penguin,pet-crocodile,1
pet-penguin,pet-eagle,1
pet-penguin,pet-goat,1
pet-penguin,pet-microbe,0
pet-penguin,pet-parrot,1
pet-penguin,pet-rhino,1
pet-penguin,pet-scorpion,2
pet-penguin,pet-seal,1
pet-penguin,pet-turkey,1
pet-penguin,pet-cat,1
pet-penguin,pet-boar,1
pet-penguin,pet-dragon,1
pet-penguin,pet-fly,1
pet-penguin,pet-gorilla,1
pet-penguin,pet-leopard,1
pet-penguin,pet-mammoth,1
pet-penguin,pet-octopus,1
pet-penguin,pet-sauropod,1
pet-penguin,pet-snake,1
pet-penguin,pet-tiger,1
pet-penguin,pet-tyrannosaurus,1
pet-penguin,pet-dirty-rat,0
pet-penguin,pet-butterfly,2
pet-penguin,pet-bee,0
pet-penguin,pet-none,0
pet-poodle,pet-poodle,2
pet-poodle,pet-rooster,1
pet-poodle,pet-skunk,1
pet-poodle,pet-squirrel,2
pet-poodle,pet-worm,2
pet-poodle,pet-chicken,0
pet-poodle,pet-cow,1
pet-poodle,pet-crocodile,1
pet-poodle,pet-eagle,1
pet-poodle,pet-goat,1
pet-poodle,pet-microbe,0
pet-poodle,pet-parrot,1
pet-poodle,pet-rhino,1
pet-poodle,pet-scorpion,2
pet-poodle,pet-seal,1
pet-poodle,pet-turkey,1
pet-poodle,pet-cat,1
pet-poodle,pet-boar,1
pet-poodle,pet-dragon,1
pet-poodle,pet-fly,1
pet-poodle,pet-gorilla,1
pet-poodle,pet-leopard,1
pet-poodle,pet-mammoth,1
pet-poodle,pet-octopus,1
pet-poodle,pet-sauropod,1
pet-poodle,pet-snake,1
pet-poodle,pet-tiger,1
pet-poodle,pet-tyrannosaurus,1
pet-poodle,pet-dirty-rat,0
pet-poodle,pet-butterfly,2
pet-poodle,pet-bee,0
pet-poodle,pet-none,0
pet-rooster,pet-rooster,2
pet-rooster,pet-skunk,2
pet-rooster,pet-squirrel,0
pet-rooster,pet-worm,0
pet-rooster,pet-chicken,0
pet-rooster,pet-cow,2
pet-rooster,pet-crocodile,1
pet-rooster,pet-eagle,1
pet-rooster,pet-goat,2
pet-rooster,pet-microbe,0
pet-rooster,pet-parrot,0
pet-rooster,pet-rhino,1
pet-rooster,pet-scorpion,0
pet-rooster,pet-seal,1
pet-rooster,pet-turkey,0
pet-rooster,pet-cat,0
pet-rooster,pet-boar,1
pet-rooster,pet-dragon,1
pet-rooster,pet-fly,0
pet-rooster,pet-gorilla,1
pet-rooster,pet-leopard,1
pet-rooster,pet-mammoth,1
pet-rooster,pet-octopus,1
pet-rooster,pet-sauropod,1
pet-rooster,pet-snake,2
pet-rooster,pet-tiger,0
pet-rooster,pet-tyrannosaurus,0
pet-rooster,pet-dirty-rat,0
pet-rooster,pet-butterfly,0
pet-rooster,pet-bee,0
pet-rooster,pet-none,0
pet-skunk,pet-skunk,2
pet-skunk,pet-squirrel,0
pet-skunk,pet-worm,0
pet-skunk,pet-chicken,0
pet-skunk,pet-cow,2
pet-skunk,pet-crocodile,1
pet-skunk,pet-eagle,1
pet-skunk,pet-goat,2
pet-skunk,pet-microbe,0
pet-skunk,pet-parrot,0
pet-skunk,pet-rhino,2
pet-skunk,pet-scorpion,2
pet-skunk,pet-seal,2
pet-skunk,pet-turkey,0
pet-skunk,pet-cat,0
pet-skunk,pet-boar,1
pet-skunk,pet-dragon,1
pet-skunk,pet-fly,0
pet-skunk,pet-gorilla,1
pet-skunk,pet-leopard,2
pet-skunk,pet-mammoth,1
pet-skunk,pet-octopus,1
pet-skunk,pet-sauropod,1
pet-skunk,pet-snake,1
pet-skunk,pet-tiger,0
pet-skunk,pet-tyrannosaurus,2
pet-skunk,pet-dirty-rat,0
pet-skunk,pet-butterfly,2
pet-skunk,pet-bee,0
pet-skunk,pet-none,0
pet-squirrel,pet-squirrel,2
pet-squirrel,pet-worm,2
pet-squirrel,pet-chicken,0
pet-squirrel,pet-cow,1
pet-squirrel,pet-crocodile,1
pet-squirrel,pet-eagle,1
pet-squirrel,pet-goat,1
pet-squirrel,pet-microbe,0
pet-squirrel,pet-parrot,1
pet-squirrel,pet-rhino,1
pet-squirrel,pet-scorpion,2
pet-squirrel,pet-seal,1
pet-squirrel,pet-turkey,1
pet-squirrel,pet-cat,1
pet-squirrel,pet-boar,1
pet-squirrel,pet-dragon,1
pet-squirrel,pet-fly,1
pet-squirrel,pet-gorilla,1
pet-squirrel,pet-leopard,1
pet-squirrel,pet-mammoth,1
pet-squirrel,pet-octopus,1
pet-squirrel,pet-sauropod,1
pet-squirrel,pet-snake,1
pet-squirrel,pet-tiger,1
pet-squirrel,pet-tyrannosaurus,1
pet-squirrel,pet-dirty-rat,0
pet-squirrel,pet-butterfly,2
pet-squirrel,pet-bee,0
pet-squirrel,pet-none,0
pet-worm,pet-worm,2
pet-worm,pet-chicken,0
pet-worm,pet-cow,1
pet-worm,pet-crocodile,1
pet-worm,pet-eagle,1
pet-worm,pet-goat,1
pet-worm,pet-microbe,0
pet-worm,pet-parrot,1
pet-worm,pet-rhino,1
pet-worm,pet-scorpion,2
pet-worm,pet-seal,1
pet-worm,pet-turkey,1
pet-worm,pet-cat,1
pet-worm,pet-boar,1
pet-worm,pet-dragon,1
pet-worm,pet-fly,1
pet-worm,pet-gorilla,1
pet-worm,pet-leopard,1
pet-worm,pet-mammoth,1
pet-worm,pet-octopus,1
pet-worm,pet-sauropod,1
pet-worm,pet-snake,1
pet-worm,pet-tiger,1
pet-worm,pet-tyrannosaurus,1
pet-worm,pet-dirty-rat,0
pet-worm,pet-butterfly,2
pet-worm,pet-bee,0
pet-worm,pet-none,0
pet-chicken,pet-chicken,2
pet-chicken,pet-cow,1
pet-chicken,pet-crocodile,1
pet-chicken,pet-eagle,1
pet-chicken,pet-goat,1
pet-chicken,pet-microbe,0
pet-chicken,pet-parrot,1
pet-chicken,pet-rhino,1
pet-chicken,pet-scorpion,2
pet-chicken,pet-seal,1
pet-chicken,pet-turkey,1
pet-chicken,pet-cat,1
pet-chicken,pet-boar,1
pet-chicken,pet-dragon,1
pet-chicken,pet-fly,1
pet-chicken,pet-gorilla,1
pet-chicken,pet-leopard,1
pet-chicken,pet-mammoth,1
pet-chicken,pet-octopus,1
pet-chicken,pet-sauropod,1
pet-chicken,pet-snake,1
pet-chicken,pet-tiger,1
pet-chicken,pet-tyrannosaurus,1
pet-chicken,pet-dirty-rat,0
pet-chicken,pet-butterfly,2
pet-chicken,pet-bee,0
pet-chicken,pet-none,0
pet-cow,pet-cow,2
pet-cow,pet-crocodile,1
pet-cow,pet-eagle,1
pet-cow,pet-goat,2
pet-cow,pet-microbe,0
pet-cow,pet-parrot,0
pet-cow,pet-rhino,2
pet-cow,pet-scorpion,2
pet-cow,pet-seal,2
pet-cow,pet-turkey,0
pet-cow,pet-cat,2
pet-cow,pet-boar,1
pet-cow,pet-dragon,1
pet-cow,pet-fly,2
pet-cow,pet-gorilla,1
pet-cow,pet-leopard,2
pet-cow,pet-mammoth,1
pet-cow,pet-octopus,1
pet-cow,pet-sauropod,1
pet-cow,pet-snake,1
pet-cow,pet-tiger,0
pet-cow,pet-tyrannosaurus,2
pet-cow,pet-dirty-rat,0
pet-cow,pet-butterfly,2
pet-cow,pet-bee,0
pet-cow,pet-none,0
pet-crocodile,pet-crocodile,2
pet-crocodile,pet-eagle,2
pet-crocodile,pet-goat,0
pet-crocodile,pet-microbe,0
pet-crocodile,pet-parrot,0
pet-crocodile,pet-rhino,0
pet-crocodile,pet-scorpion,0
pet-crocodile,pet-seal,0
pet-crocodile,pet-turkey,0
pet-crocodile,pet-cat,0
pet-crocodile,pet-boar,0
pet-crocodile,pet-dragon,0
pet-crocodile,pet-fly,0
pet-crocodile,pet-gorilla,1
pet-crocodile,pet-leopard,2
pet-crocodile,pet-mammoth,0
pet-crocodile,pet-octopus,0
pet-crocodile,pet-sauropod,2
pet-crocodile,pet-snake,0
pet-crocodile,pet-tiger,0
pet-crocodile,pet-tyrannosaurus,0
pet-crocodile,pet-dirty-rat,0
pet-crocodile,pet-butterfly,0
pet-crocodile,pet-bee,0
pet-crocodile,pet-none,0
pet-eagle,pet-eagle,1
pet-eagle,pet-goat,0
pet-eagle,pet-microbe,0
pet-eagle,pet-parrot,0
pet-eagle,pet-rhino,0
pet-eagle,pet-scorpion,0
pet-eagle,pet-seal,0
pet-eagle,pet-turkey,0
pet-eagle,pet-cat,0
pet-eagle,pet-boar,2
pet-eagle,pet-dragon,2
pet-eagle,pet-fly,0
pet-eagle,pet-gorilla,1
pet-eagle,pet-leopard,2
pet-eagle,pet-mammoth,0
pet-eagle,pet-octopus,2
pet-eagle,pet-sauropod,0
pet-eagle,pet-snake,0
pet-eagle,pet-tiger,0
pet-eagle,pet-tyrannosaurus,0
pet-eagle,pet-dirty-rat,0
pet-eagle,pet-butterfly,0
pet-eagle,pet-bee,0
pet-eagle,pet-none,0
pet-goat,pet-goat,2
pet-goat,pet-microbe,0
pet-goat,pet-parrot,0
pet-goat,pet-rhino,2
pet-goat,pet-scorpion,2
pet-goat,pet-seal,2
pet-goat,pet-turkey,0
pet-goat,pet-cat,2
pet-goat,pet-boar,1
pet-goat,pet-dragon,1
pet-goat,pet-fly,2
pet-goat,pet-gorilla,1
pet-goat,pet-leopard,2
pet-goat,pet-mammoth,1
pet-goat,pet-octopus,1
pet-goat,pet-sauropod,1
pet-goat,pet-snake,1
pet-goat,pet-tiger,0
pet-goat,pet-tyrannosaurus,2
pet-goat,pet-dirty-rat,0
pet-goat,pet-butterfly,2
pet-goat,pet-bee,0
pet-goat,pet-none,0
pet-microbe,pet-microbe,2
pet-microbe,pet-parrot,1
pet-microbe,pet-rhino,1
pet-microbe,pet-scorpion,2
pet-microbe,pet-seal,1
pet-microbe,pet-turkey,1
pet-microbe,pet-cat,1
pet-microbe,pet-boar,1
pet-microbe,pet-dragon,1
pet-microbe,pet-fly,1
pet-microbe,pet-gorilla,1
pet-microbe,pet-leopard,1
pet-microbe,pet-mammoth,1
pet-microbe,pet-octopus,1
pet-microbe,pet-sauropod,1
pet-microbe,pet-snake,1
pet-microbe,pet-tiger,1
pet-microbe,pet-tyrannosaurus,1
pet-microbe,pet-dirty-rat,2
pet-microbe,pet-butterfly,2
pet-microbe,pet-bee,2
pet-microbe,pet-none,0
pet-parrot,pet-parrot,2
pet-parrot,pet-rhino,1
pet-parrot,pet-scorpion,2
pet-parrot,pet-seal,1
pet-parrot,pet-turkey,2
pet-parrot,pet-cat,2
pet-parrot,pet-boar,1
pet-parrot,pet-dragon,1
pet-parrot,pet-fly,2
pet-parrot,pet-gorilla,1
pet-parrot,pet-leopard,1
pet-parrot,pet-mammoth,1
pet-parrot,pet-octopus,1
pet-parrot,pet-sauropod,1
pet-parrot,pet-snake,1
pet-parrot,pet-tiger,2
pet-parrot,pet-tyrannosaurus,2
pet-parrot,pet-dirty-rat,0
pet-parrot,pet-butterfly,2
pet-parrot,pet-bee,0
pet-parrot,pet-none,0
pet-rhino,pet-rhino,2
pet-rhino,pet-scorpion,2
pet-rhino,pet-seal,0
pet-rhino,pet-turkey,0
pet-rhino,pet-cat,0
pet-rhino,pet-boar,1
pet-rhino,pet-dragon,2
pet-rhino,pet-fly,0
pet-rhino,pet-gorilla,1
pet-rhino,pet-leopard,2
pet-rhino,pet-mammoth,0
pet-rhino,pet-octopus,1
pet-rhino,pet-sauropod,1
pet-rhino,pet-snake,2
pet-rhino,pet-tiger,0
pet-rhino,pet-tyrannosaurus,2
pet-rhino,pet-dirty-rat,0
pet-rhino,pet-butterfly,2
pet-rhino,pet-bee,0
pet-rhino,pet-none,0
pet-scorpion,pet-scorpion,2
pet-scorpion,pet-seal,2
pet-scorpion,pet-turkey,2
pet-scorpion,pet-cat,2
pet-scorpion,pet-boar,2
pet-scorpion,pet-dragon,2
pet-scorpion,pet-fly,2
pet-scorpion,pet-gorilla,2
pet-scorpion,pet-leopard,1
pet-scorpion,pet-mammoth,2
pet-scorpion,pet-octopus,2
pet-scorpion,pet-sauropod,2
pet-scorpion,pet-snake,2
pet-scorpion,pet-tiger,2
pet-scorpion,pet-tyrannosaurus,2
pet-scorpion,pet-dirty-rat,2
pet-scorpion,pet-butterfly,2
pet-scorpion,pet-bee,2
pet-scorpion,pet-none,0
pet-seal,pet-seal,2
pet-seal,pet-turkey,0
pet-seal,pet-cat,2
pet-seal,pet-boar,1
pet-seal,pet-dragon,1
pet-seal,pet-fly,2
pet-seal,pet-gorilla,1
pet-seal,pet-leopard,1
pet-seal,pet-mammoth,1
pet-seal,pet-octopus,1
pet-seal,pet-sauropod,1
pet-seal,pet-snake,2
pet-seal,pet-tiger,0
pet-seal,pet-tyrannosaurus,1
pet-seal,pet-dirty-rat,0
pet-seal,pet-butterfly,2
pet-seal,pet-bee,0
pet-seal,pet-none,0
pet-turkey,pet-turkey,2
pet-turkey,pet-cat,1
pet-turkey,pet-boar,1
pet-turkey,pet-dragon,1
pet-turkey,pet-fly,1
pet-turkey,pet-gorilla,1
pet-turkey,pet-leopard,1
pet-turkey,pet-mammoth,1
pet-turkey,pet-octopus,1
pet-turkey,pet-sauropod,1
pet-turkey,pet-snake,1
pet-turkey,pet-tiger,2
pet-turkey,pet-tyrannosaurus,1
pet-turkey,pet-dirty-rat,0
pet-turkey,pet-butterfly,2
pet-turkey,pet-bee,0
pet-turkey,pet-none,0
pet-cat,pet-cat,2
pet-cat,pet-boar,1
pet-cat,pet-dragon,1
pet-cat,pet-fly,1
pet-cat,pet-gorilla,1
pet-cat,pet-leopard,1
pet-cat,pet-mammoth,1
pet-cat,pet-octopus,1
pet-cat,pet-sauropod,1
pet-cat,pet-snake,1
pet-cat,pet-tiger,0
pet-cat,pet-tyrannosaurus,2
pet-cat,pet-dirty-rat,0
pet-cat,pet-butterfly,2
pet-cat,pet-bee,0
pet-cat,pet-none,0
pet-boar,pet-boar,2
pet-boar,pet-dragon,0
pet-boar,pet-fly,0
